document_id,clean_text,sentiment
490,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
491,wow great price fast shipping perfect condition and excellent computerread more,positive
492,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
493,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
494,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
495,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
496,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
497,bought it for stock doe the jobread more,positive
498,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
499,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
500,bought it for stock doe the jobread more,positive
501,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
502,bought it for stock doe the jobread more,positive
503,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
504,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
505,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
506,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
507,bought it for stock doe the jobread more,positive
508,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
509,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
510,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
511,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
512,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
513,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
514,bought it for stock doe the jobread more,neutral
515,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
516,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
517,bought it for stock doe the jobread more,neutral
518,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
519,read more,neutral
520,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,negative
521,wow great price fast shipping perfect condition and excellent computerread more,negative
522,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
523,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
524,wow great price fast shipping perfect condition and excellent computerread more,neutral
525,bought it for stock doe the jobread more,positive
526,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
527,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
528,wow great price fast shipping perfect condition and excellent computerread more,positive
529,bought it for stock doe the jobread more,positive
530,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,negative
531,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,neutral
532,wow great price fast shipping perfect condition and excellent computerread more,neutral
533,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
534,wow great price fast shipping perfect condition and excellent computerread more,negative
535,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,positive
536,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
537,read more,positive
538,bought it for stock doe the jobread more,negative
539,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
540,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,positive
541,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
542,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
543,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
544,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
545,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
546,read more,negative
547,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
548,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
549,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
550,wow great price fast shipping perfect condition and excellent computerread more,positive
551,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,positive
552,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
553,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
554,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,positive
555,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
556,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
557,wow great price fast shipping perfect condition and excellent computerread more,negative
558,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
559,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
560,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
561,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
562,bought it for stock doe the jobread more,negative
563,read more,negative
564,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
565,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
566,wow great price fast shipping perfect condition and excellent computerread more,neutral
567,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
568,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
569,read more,neutral
570,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,positive
571,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
572,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
573,wow great price fast shipping perfect condition and excellent computerread more,neutral
574,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,positive
575,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,neutral
576,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
577,wow great price fast shipping perfect condition and excellent computerread more,positive
578,this is damaged product you cant even use it rather it ha given me stress wasted my time and i still havent received back my moneyread more,negative
579,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
580,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
581,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
582,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
583,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
584,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
585,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
586,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
587,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
588,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
589,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
590,read more,neutral
591,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,positive
592,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
593,bought it for stock doe the jobread more,neutral
594,wow great price fast shipping perfect condition and excellent computerread more,neutral
595,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
596,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
597,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
598,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
599,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
600,wow great price fast shipping perfect condition and excellent computerread more,negative
601,wow great price fast shipping perfect condition and excellent computerread more,negative
602,wow great price fast shipping perfect condition and excellent computerread more,negative
603,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
604,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
605,wow great price fast shipping perfect condition and excellent computerread more,positive
606,bought it for stock doe the jobread more,neutral
607,bought it for stock doe the jobread more,positive
608,this is damaged product you cant even use it rather it ha given me stress wasted my time and i still havent received back my moneyread more,positive
609,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
610,wow great price fast shipping perfect condition and excellent computerread more,neutral
611,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
612,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,positive
613,read more,positive
614,bought it for stock doe the jobread more,negative
615,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
616,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,positive
617,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
618,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
619,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
620,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,positive
621,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
622,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
623,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
624,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,negative
625,wow great price fast shipping perfect condition and excellent computerread more,negative
626,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
627,wow great price fast shipping perfect condition and excellent computerread more,neutral
628,bought it for stock doe the jobread more,negative
629,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
630,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
631,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
632,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
633,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,negative
634,bought it for stock doe the jobread more,positive
635,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
636,bought it for stock doe the jobread more,positive
637,wow great price fast shipping perfect condition and excellent computerread more,neutral
638,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
639,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,positive
640,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
641,wow great price fast shipping perfect condition and excellent computerread more,negative
642,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
643,wow great price fast shipping perfect condition and excellent computerread more,neutral
644,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
645,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
646,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
647,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
648,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
649,wow great price fast shipping perfect condition and excellent computerread more,negative
650,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
651,wow great price fast shipping perfect condition and excellent computerread more,positive
652,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
653,bought it for stock doe the jobread more,neutral
654,bought it for stock doe the jobread more,negative
655,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,neutral
656,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
657,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
658,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,neutral
659,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
660,bought it for stock doe the jobread more,neutral
661,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,neutral
662,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,neutral
663,bought it for stock doe the jobread more,negative
664,wow great price fast shipping perfect condition and excellent computerread more,positive
665,bought it for stock doe the jobread more,negative
666,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
667,read more,neutral
668,wow great price fast shipping perfect condition and excellent computerread more,neutral
669,wow great price fast shipping perfect condition and excellent computerread more,positive
670,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,neutral
671,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
672,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,positive
673,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,negative
674,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
675,wow great price fast shipping perfect condition and excellent computerread more,negative
676,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,positive
677,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,negative
678,the delivery wa on time delivered when it saidthe laptop came in great condition no scratch nothing and bonus everything loaded well the battery life is also excellent great product a must buy btw i bought another lolread more,negative
679,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
680,wow great price fast shipping perfect condition and excellent computerread more,positive
681,this laptop is extremely slow and it a pain to use due to significant lag with every task i try to do it cant even run the simplest of game window come in s mode which is extremely unnecessarily difficult to figure out how to turn off overall i really regret my purchase a complete waste of moneywould only recommend if you intend to use it solely to type document in word and perform basic internet search but even then there are cheaper option that would probably be better suited to these usesread more,positive
682,received the laptop today which is very fast i am a fan of hp laptop a is easy to set up and sturdy great product good buy only setback it not touchscreenread more,positive
683,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
684,good laptop for the price point a in dont expect this to be a high end computer it is very good for the average user and it light weight but not super lightbut liked it enough to buy a second for wiferead more,negative
685,read more,positive
686,nowhere in the description doe this tell you that you are an s mode s mode for window 11 mean that you cannot use any apps except those that are verified in the microsoft app store you cannot even enter your reg edit because it is not a verified app in your microsoft app store so you got to spend a couple day trying to figure out how to get out of s mode so you can get into the pro mode i wasted a lot of time to figure it out that should be bolded in the descriptionread more,neutral
687,i opted down from my last laptop no t the best move i have made with that being said i am slowly adjusting to this new model it will be a lot lighter for our traveling a that is a plusread more,neutral
